sensor_id,timestamp,aqi,traffic_density,energy_kwh
sensor_pasila,2024-01-29 17:00:00,78.5,0.171,399.1
sensor_kallio,2024-01-29 17:30:00,67.7,0.108,446.1
sensor_kamppi,2024-01-29 17:30:00,73.8,0.147,413.8
sensor_pasila,2024-01-29 17:30:00,63.5,0.076,394.4
sensor_kallio,2024-01-29 18:00:00,69.8,0.132,481.4
sensor_kamppi,2024-01-29 18:00:00,69.8,0.102,423.4
sensor_pasila,2024-01-29 18:00:00,65.0,0.125,392.1
sensor_kallio,2024-01-29 18:30:00,56.7,0.06,477.5
sensor_kamppi,2024-01-29 18:30:00,72.1,0.087,445.1
sensor_pasila,2024-01-29 18:30:00,70.7,0.087,443.6
sensor_kallio,2024-01-29 19:00:00,35.3,0.111,441.6
sensor_kamppi,2024-01-29 19:00:00,42.0,0.082,418.3
sensor_pasila,2024-01-29 19:00:00,37.3,0.092,437.0
sensor_kallio,2024-01-29 19:30:00,44.6,0.084,432.4
sensor_kamppi,2024-01-29 19:30:00,39.3,0.098,428.1
sensor_pasila,2024-01-29 19:30:00,31.3,0.059,430.4
sensor_kallio,2024-01-29 20:00:00,41.4,0.161,401.0
sensor_kamppi,2024-01-29 20:00:00,37.6,0.117,417.4
sensor_pasila,2024-01-29 20:00:00,28.8,0.126,421.9
sensor_kallio,2024-01-29 20:30:00,22.5,0.116,418.3
sensor_kamppi,2024-01-29 20:30:00,24.6,0.072,434.5
sensor_pasila,2024-01-29 20:30:00,36.8,0.16,383.6
sensor_kallio,2024-01-29 21:00:00,28.1,0.081,345.7
sensor_kamppi,2024-01-29 21:00:00,24.3,0.099,331.6
sensor_pasila,2024-01-29 21:00:00,28.1,0.082,383.9
sensor_kallio,2024-01-29 21:30:00,31.0,0.115,356.4
sensor_kamppi,2024-01-29 21:30:00,22.4,0.094,379.5
sensor_pasila,2024-01-29 21:30:00,37.2,0.136,408.5
sensor_kallio,2024-01-29 22:00:00,44.9,0.1,308.4
sensor_kamppi,2024-01-29 22:00:00,31.9,0.106,300.7
sensor_pasila,2024-01-29 22:00:00,22.8,0.112,297.3
sensor_kallio,2024-01-29 22:30:00,29.1,0.053,333.3
sensor_kamppi,2024-01-29 22:30:00,16.0,0.157,292.9
sensor_pasila,2024-01-29 22:30:00,32.9,0.097,289.6
sensor_kallio,2024-01-29 23:00:00,24.9,0.118,263.2
sensor_kamppi,2024-01-29 23:00:00,39.0,0.097,259.1
sensor_pasila,2024-01-29 23:00:00,30.7,0.119,286.3
sensor_kallio,2024-01-29 23:30:00,43.4,0.078,249.1
sensor_kamppi,2024-01-29 23:30:00,40.2,0.078,274.2
sensor_pasila,2024-01-29 23:30:00,24.9,0.087,261.5
sensor_kallio,2024-01-30 00:00:00,32.5,0.111,301.5
sensor_kamppi,2024-01-30 00:00:00,23.5,0.126,281.3
sensor_pasila,2024-01-30 00:00:00,29.3,0.093,316.4
sensor_kallio,2024-01-30 00:30:00,39.1,0.116,327.6
sensor_kamppi,2024-01-30 00:30:00,24.1,0.098,282.4
sensor_pasila,2024-01-30 00:30:00,33.1,0.066,330.7
sensor_kallio,2024-01-30 01:00:00,29.9,0.149,261.7
sensor_kamppi,2024-01-30 01:00:00,29.4,0.057,292.6
sensor_pasila,2024-01-30 01:00:00,33.3,0.129,233.0
sensor_kallio,2024-01-30 01:30:00,34.4,0.147,306.3
sensor_kamppi,2024-01-30 01:30:00,22.2,0.164,247.6
sensor_pasila,2024-01-30 01:30:00,26.3,0.132,251.3
sensor_kallio,2024-01-30 02:00:00,34.2,0.088,297.8
sensor_kamppi,2024-01-30 02:00:00,34.6,0.156,270.7
sensor_pasila,2024-01-30 02:00:00,29.3,0.16,261.3
sensor_kallio,2024-01-30 02:30:00,37.3,0.113,295.3
sensor_kamppi,2024-01-30 02:30:00,19.2,0.15,225.5
sensor_pasila,2024-01-30 02:30:00,28.8,0.054,262.9
sensor_kallio,2024-01-30 03:00:00,35.2,0.114,232.7
sensor_kamppi,2024-01-30 03:00:00,27.8,0.118,289.4
sensor_pasila,2024-01-30 03:00:00,29.2,0.092,286.3
sensor_kallio,2024-01-30 03:30:00,43.4,0.02,283.3
sensor_kamppi,2024-01-30 03:30:00,28.0,0.04,301.6
sensor_pasila,2024-01-30 03:30:00,34.9,0.12,289.7
sensor_kallio,2024-01-30 04:00:00,39.0,0.09,296.9
sensor_kamppi,2024-01-30 04:00:00,45.5,0.109,314.7
sensor_pasila,2024-01-30 04:00:00,35.4,0.054,335.3
sensor_kallio,2024-01-30 04:30:00,35.0,0.132,349.7
sensor_kamppi,2024-01-30 04:30:00,62.7,0.092,273.2
sensor_pasila,2024-01-30 04:30:00,34.7,0.168,308.0
sensor_kallio,2024-01-30 05:00:00,45.4,0.152,355.8
sensor_kamppi,2024-01-30 05:00:00,51.5,0.201,412.7
sensor_pasila,2024-01-30 05:00:00,43.9,0.102,379.0
sensor_kallio,2024-01-30 05:30:00,40.5,0.128,314.6
sensor_kamppi,2024-01-30 05:30:00,53.8,0.166,363.0
sensor_pasila,2024-01-30 05:30:00,41.1,0.17,348.8
sensor_kallio,2024-01-30 06:00:00,51.8,0.35,414.4
sensor_kamppi,2024-01-30 06:00:00,52.7,0.233,402.9
sensor_pasila,2024-01-30 06:00:00,34.3,0.303,422.6
sensor_kallio,2024-01-30 06:30:00,46.8,0.288,429.1
sensor_kamppi,2024-01-30 06:30:00,42.5,0.303,408.6
sensor_pasila,2024-01-30 06:30:00,36.7,0.287,410.7
sensor_kallio,2024-01-30 07:00:00,69.5,0.579,464.0
sensor_kamppi,2024-01-30 07:00:00,71.1,0.583,432.4
sensor_pasila,2024-01-30 07:00:00,65.1,0.628,432.4
sensor_kallio,2024-01-30 07:30:00,74.3,0.562,409.1
sensor_kamppi,2024-01-30 07:30:00,63.8,0.63,457.5
sensor_pasila,2024-01-30 07:30:00,66.0,0.561,446.4
sensor_kallio,2024-01-30 08:00:00,85.9,0.733,414.4
sensor_kamppi,2024-01-30 08:00:00,71.7,0.743,480.3
sensor_pasila,2024-01-30 08:00:00,77.3,0.744,427.5
sensor_kallio,2024-01-30 08:30:00,70.2,0.735,435.8
sensor_kamppi,2024-01-30 08:30:00,82.2,0.7,442.5
sensor_pasila,2024-01-30 08:30:00,76.7,0.738,444.6
sensor_kallio,2024-01-30 09:00:00,81.3,0.534,410.4
sensor_kamppi,2024-01-30 09:00:00,76.3,0.638,411.7
sensor_pasila,2024-01-30 09:00:00,82.1,0.553,424.2
sensor_kallio,2024-01-30 09:30:00,85.6,0.607,392.5
sensor_kamppi,2024-01-30 09:30:00,89.7,0.546,416.6
sensor_pasila,2024-01-30 09:30:00,79.0,0.578,395.8
sensor_kallio,2024-01-30 10:00:00,53.5,0.287,403.2
sensor_kamppi,2024-01-30 10:00:00,67.0,0.352,362.8
sensor_pasila,2024-01-30 10:00:00,53.8,0.309,377.4
sensor_kallio,2024-01-30 10:30:00,56.5,0.266,357.8
sensor_kamppi,2024-01-30 10:30:00,63.3,0.383,351.8
sensor_pasila,2024-01-30 10:30:00,51.6,0.288,391.1
sensor_kallio,2024-01-30 11:00:00,55.6,0.137,312.1
sensor_kamppi,2024-01-30 11:00:00,55.0,0.154,323.1
sensor_pasila,2024-01-30 11:00:00,57.9,0.175,341.8
sensor_kallio,2024-01-30 11:30:00,52.1,0.142,303.6
sensor_kamppi,2024-01-30 11:30:00,57.4,0.17,323.1
sensor_pasila,2024-01-30 11:30:00,53.9,0.119,291.1
sensor_kallio,2024-01-30 12:00:00,46.9,0.084,267.8
sensor_kamppi,2024-01-30 12:00:00,63.9,0.128,243.3
sensor_pasila,2024-01-30 12:00:00,46.4,0.097,287.4
sensor_kallio,2024-01-30 12:30:00,52.5,0.106,265.1
sensor_kamppi,2024-01-30 12:30:00,62.1,0.116,269.5
sensor_pasila,2024-01-30 12:30:00,46.7,0.111,265.0
sensor_kallio,2024-01-30 13:00:00,53.4,0.053,290.9
sensor_kamppi,2024-01-30 13:00:00,53.6,0.134,272.0
sensor_pasila,2024-01-30 13:00:00,56.5,0.086,245.4
sensor_kallio,2024-01-30 13:30:00,42.8,0.122,264.3
sensor_kamppi,2024-01-30 13:30:00,58.2,0.073,256.9
sensor_pasila,2024-01-30 13:30:00,46.7,0.049,258.1
sensor_kallio,2024-01-30 14:00:00,40.3,0.204,282.2
sensor_kamppi,2024-01-30 14:00:00,62.9,0.127,277.4
sensor_pasila,2024-01-30 14:00:00,45.1,0.107,306.8
sensor_kallio,2024-01-30 14:30:00,44.2,0.133,268.6
sensor_kamppi,2024-01-30 14:30:00,59.3,0.081,293.4
sensor_pasila,2024-01-30 14:30:00,57.0,0.094,274.6
sensor_kallio,2024-01-30 15:00:00,51.9,0.12,339.4
sensor_kamppi,2024-01-30 15:00:00,47.1,0.096,313.2
sensor_pasila,2024-01-30 15:00:00,49.9,0.057,323.7
sensor_kallio,2024-01-30 15:30:00,56.3,0.105,319.4
sensor_kamppi,2024-01-30 15:30:00,43.6,0.111,309.0
sensor_pasila,2024-01-30 15:30:00,48.9,0.08,321.9
sensor_kallio,2024-01-30 16:00:00,78.6,0.089,365.2
sensor_kamppi,2024-01-30 16:00:00,81.5,0.095,340.9
sensor_pasila,2024-01-30 16:00:00,72.9,0.094,368.8
sensor_kallio,2024-01-30 16:30:00,69.6,0.111,360.2
sensor_kamppi,2024-01-30 16:30:00,65.0,0.131,358.4
sensor_pasila,2024-01-30 16:30:00,73.7,0.151,349.4
sensor_kallio,2024-01-30 17:00:00,66.0,0.102,404.4
sensor_kamppi,2024-01-30 17:00:00,72.5,0.069,386.4
sensor_pasila,2024-01-30 17:00:00,64.7,0.107,419.8
sensor_kallio,2024-01-30 17:30:00,71.1,0.091,372.8
sensor_kamppi,2024-01-30 17:30:00,73.3,0.078,415.7
sensor_pasila,2024-01-30 17:30:00,66.7,0.071,415.4
sensor_kallio,2024-01-30 18:00:00,65.5,0.126,440.5
sensor_kamppi,2024-01-30 18:00:00,84.1,0.074,477.4
sensor_pasila,2024-01-30 18:00:00,72.6,0.091,411.6
sensor_kallio,2024-01-30 18:30:00,60.8,0.09,447.8
sensor_kamppi,2024-01-30 18:30:00,70.0,0.119,400.5
sensor_pasila,2024-01-30 18:30:00,54.0,0.105,462.9
sensor_kallio,2024-01-30 19:00:00,37.1,0.155,413.8
sensor_kamppi,2024-01-30 19:00:00,36.8,0.136,439.2
sensor_pasila,2024-01-30 19:00:00,42.9,0.128,430.4
sensor_kallio,2024-01-30 19:30:00,34.0,0.059,437.9
sensor_kamppi,2024-01-30 19:30:00,55.5,0.052,434.1
sensor_pasila,2024-01-30 19:30:00,41.4,0.109,401.4
sensor_kallio,2024-01-30 20:00:00,32.9,0.116,412.6
sensor_kamppi,2024-01-30 20:00:00,30.7,0.101,436.9
sensor_pasila,2024-01-30 20:00:00,29.2,0.15,397.4
sensor_kallio,2024-01-30 20:30:00,33.9,0.096,426.0
sensor_kamppi,2024-01-30 20:30:00,47.1,0.096,372.3
sensor_pasila,2024-01-30 20:30:00,31.4,0.054,368.7
sensor_kallio,2024-01-30 21:00:00,28.7,0.091,358.6
sensor_kamppi,2024-01-30 21:00:00,15.4,0.118,395.6
sensor_pasila,2024-01-30 21:00:00,29.8,0.152,329.2
sensor_kallio,2024-01-30 21:30:00,37.6,0.123,363.0
sensor_kamppi,2024-01-30 21:30:00,33.0,0.105,342.3
sensor_pasila,2024-01-30 21:30:00,24.7,0.13,372.6
sensor_kallio,2024-01-30 22:00:00,33.7,0.091,293.3
sensor_kamppi,2024-01-30 22:00:00,21.4,0.058,292.5
sensor_pasila,2024-01-30 22:00:00,33.5,0.115,306.1
sensor_kallio,2024-01-30 22:30:00,41.2,0.083,314.6
sensor_kamppi,2024-01-30 22:30:00,47.7,0.154,339.8
sensor_pasila,2024-01-30 22:30:00,37.5,0.073,305.0
sensor_kallio,2024-01-30 23:00:00,25.5,0.144,245.7
sensor_kamppi,2024-01-30 23:00:00,25.6,0.082,256.5
sensor_pasila,2024-01-30 23:00:00,25.6,0.151,288.4
sensor_kallio,2024-01-30 23:30:00,31.2,0.064,262.1
sensor_kamppi,2024-01-30 23:30:00,32.5,0.093,270.3
sensor_pasila,2024-01-30 23:30:00,27.4,0.11,275.4
sensor_kallio,2024-01-31 00:00:00,35.3,0.13,324.8
sensor_kamppi,2024-01-31 00:00:00,27.7,0.102,257.7
sensor_pasila,2024-01-31 00:00:00,27.7,0.126,311.3
sensor_kallio,2024-01-31 00:30:00,22.3,0.065,304.4
sensor_kamppi,2024-01-31 00:30:00,24.1,0.077,332.1
sensor_pasila,2024-01-31 00:30:00,38.1,0.113,291.1
sensor_kallio,2024-01-31 01:00:00,43.2,0.144,271.4
sensor_kamppi,2024-01-31 01:00:00,39.0,0.076,252.3
sensor_pasila,2024-01-31 01:00:00,40.7,0.119,273.3
sensor_kallio,2024-01-31 01:30:00,33.6,0.104,286.7
sensor_kamppi,2024-01-31 01:30:00,43.2,0.15,254.8
sensor_pasila,2024-01-31 01:30:00,31.6,0.102,242.7
sensor_kallio,2024-01-31 02:00:00,45.4,0.106,228.3
sensor_kamppi,2024-01-31 02:00:00,34.2,0.088,234.1
sensor_pasila,2024-01-31 02:00:00,40.0,0.11,264.8
sensor_kallio,2024-01-31 02:30:00,42.5,0.147,259.4
sensor_kamppi,2024-01-31 02:30:00,25.2,0.086,267.6
sensor_pasila,2024-01-31 02:30:00,31.7,0.109,282.1
sensor_kallio,2024-01-31 03:00:00,46.0,0.075,267.4
sensor_kamppi,2024-01-31 03:00:00,48.5,0.083,271.6
sensor_pasila,2024-01-31 03:00:00,38.0,0.14,263.4
sensor_kallio,2024-01-31 03:30:00,41.4,0.099,282.5
sensor_kamppi,2024-01-31 03:30:00,35.5,0.107,249.3
sensor_pasila,2024-01-31 03:30:00,31.6,0.07,270.9
sensor_kallio,2024-01-31 04:00:00,39.7,0.114,322.3
sensor_kamppi,2024-01-31 04:00:00,23.4,0.12,301.7
sensor_pasila,2024-01-31 04:00:00,31.4,0.084,326.1
sensor_kallio,2024-01-31 04:30:00,29.8,0.148,287.1
sensor_kamppi,2024-01-31 04:30:00,36.7,0.113,293.0
sensor_pasila,2024-01-31 04:30:00,34.3,0.123,301.1
sensor_kallio,2024-01-31 05:00:00,36.0,0.144,364.6
sensor_kamppi,2024-01-31 05:00:00,48.2,0.128,382.3
sensor_pasila,2024-01-31 05:00:00,40.5,0.098,342.7
sensor_kallio,2024-01-31 05:30:00,43.8,0.147,316.9
sensor_kamppi,2024-01-31 05:30:00,28.6,0.15,370.2
sensor_pasila,2024-01-31 05:30:00,34.9,0.156,358.9
sensor_kallio,2024-01-31 06:00:00,45.2,0.299,414.9
sensor_kamppi,2024-01-31 06:00:00,45.7,0.323,409.7
sensor_pasila,2024-01-31 06:00:00,50.5,0.299,401.8
sensor_kallio,2024-01-31 06:30:00,27.4,0.323,419.6
sensor_kamppi,2024-01-31 06:30:00,28.9,0.236,407.6
sensor_pasila,2024-01-31 06:30:00,40.3,0.291,437.2
sensor_kallio,2024-01-31 07:00:00,72.5,0.591,444.4
sensor_kamppi,2024-01-31 07:00:00,76.8,0.516,448.7
sensor_pasila,2024-01-31 07:00:00,84.0,0.577,457.0
sensor_kallio,2024-01-31 07:30:00,79.8,0.634,425.9
sensor_kamppi,2024-01-31 07:30:00,89.9,0.536,440.8
sensor_pasila,2024-01-31 07:30:00,75.2,0.578,414.5
sensor_kallio,2024-01-31 08:00:00,83.6,0.72,435.7
sensor_kamppi,2024-01-31 08:00:00,77.6,0.74,433.5
sensor_pasila,2024-01-31 08:00:00,74.2,0.73,420.7
sensor_kallio,2024-01-31 08:30:00,79.6,0.781,441.2
sensor_kamppi,2024-01-31 08:30:00,69.4,0.754,478.8
sensor_pasila,2024-01-31 08:30:00,76.4,0.708,394.2
sensor_kallio,2024-01-31 09:00:00,85.2,0.55,406.0
sensor_kamppi,2024-01-31 09:00:00,70.8,0.579,438.2
sensor_pasila,2024-01-31 09:00:00,80.5,0.579,395.1
sensor_kallio,2024-01-31 09:30:00,65.5,0.593,408.4
sensor_kamppi,2024-01-31 09:30:00,59.2,0.561,379.5
sensor_pasila,2024-01-31 09:30:00,74.6,0.596,378.0
sensor_kallio,2024-01-31 10:00:00,53.3,0.274,378.2
sensor_kamppi,2024-01-31 10:00:00,58.6,0.315,339.3
sensor_pasila,2024-01-31 10:00:00,46.1,0.345,358.2
sensor_kallio,2024-01-31 10:30:00,45.0,0.281,387.7
sensor_kamppi,2024-01-31 10:30:00,42.6,0.321,322.2
sensor_pasila,2024-01-31 10:30:00,63.9,0.301,350.7
sensor_kallio,2024-01-31 11:00:00,47.1,0.09,302.0
sensor_kamppi,2024-01-31 11:00:00,44.9,0.158,309.2
sensor_pasila,2024-01-31 11:00:00,53.9,0.162,336.8
sensor_kallio,2024-01-31 11:30:00,49.4,0.11,318.8
sensor_kamppi,2024-01-31 11:30:00,45.1,0.088,286.4
sensor_pasila,2024-01-31 11:30:00,63.3,0.162,310.0
sensor_kallio,2024-01-31 12:00:00,48.2,0.141,271.2
sensor_kamppi,2024-01-31 12:00:00,34.1,0.032,247.9
sensor_pasila,2024-01-31 12:00:00,56.0,0.052,242.8
sensor_kallio,2024-01-31 12:30:00,61.5,0.173,230.9
sensor_kamppi,2024-01-31 12:30:00,41.9,0.096,258.8
sensor_pasila,2024-01-31 12:30:00,51.8,0.038,257.6
sensor_kallio,2024-01-31 13:00:00,51.7,0.055,263.4
sensor_kamppi,2024-01-31 13:00:00,41.1,0.074,291.9
sensor_pasila,2024-01-31 13:00:00,44.2,0.151,221.4
sensor_kallio,2024-01-31 13:30:00,50.5,0.106,276.3
sensor_kamppi,2024-01-31 13:30:00,38.4,0.128,280.4
sensor_pasila,2024-01-31 13:30:00,56.8,0.046,268.9
sensor_kallio,2024-01-31 14:00:00,54.1,0.088,308.0
sensor_kamppi,2024-01-31 14:00:00,50.6,0.086,272.2
sensor_pasila,2024-01-31 14:00:00,51.7,0.109,286.6
sensor_kallio,2024-01-31 14:30:00,48.9,0.053,293.2
sensor_kamppi,2024-01-31 14:30:00,46.1,0.096,274.2
sensor_pasila,2024-01-31 14:30:00,49.5,0.115,274.4
sensor_kallio,2024-01-31 15:00:00,52.8,0.148,325.0
sensor_kamppi,2024-01-31 15:00:00,51.3,0.13,304.9
sensor_pasila,2024-01-31 15:00:00,44.8,0.124,305.8
sensor_kallio,2024-01-31 15:30:00,42.4,0.084,320.1
sensor_kamppi,2024-01-31 15:30:00,36.0,0.117,283.8
sensor_pasila,2024-01-31 15:30:00,48.9,0.134,317.2
sensor_kallio,2024-01-31 16:00:00,76.1,0.105,392.4
sensor_kamppi,2024-01-31 16:00:00,73.1,0.119,346.9
sensor_pasila,2024-01-31 16:00:00,67.9,0.097,351.5
sensor_kallio,2024-01-31 16:30:00,61.1,0.053,404.9
sensor_kamppi,2024-01-31 16:30:00,67.8,0.1,384.4
sensor_pasila,2024-01-31 16:30:00,71.5,0.128,349.3
sensor_kallio,2024-01-31 17:00:00,64.2,0.097,403.5
sensor_kamppi,2024-01-31 17:00:00,51.3,0.129,398.3
sensor_pasila,2024-01-31 17:00:00,67.0,0.078,413.9
sensor_kallio,2024-01-31 17:30:00,66.8,0.081,440.8
sensor_kamppi,2024-01-31 17:30:00,71.3,0.083,406.2
sensor_pasila,2024-01-31 17:30:00,67.4,0.141,437.4
sensor_kallio,2024-01-31 18:00:00,67.1,0.031,414.1
sensor_kamppi,2024-01-31 18:00:00,67.9,0.055,443.4
sensor_pasila,2024-01-31 18:00:00,55.2,0.144,432.7
sensor_kallio,2024-01-31 18:30:00,62.1,0.06,420.4
sensor_kamppi,2024-01-31 18:30:00,42.4,0.104,433.1
sensor_pasila,2024-01-31 18:30:00,66.8,0.093,453.7
sensor_kallio,2024-01-31 19:00:00,39.1,0.111,443.3
sensor_kamppi,2024-01-31 19:00:00,30.3,0.097,436.5
sensor_pasila,2024-01-31 19:00:00,37.5,0.046,464.8
sensor_kallio,2024-01-31 19:30:00,29.3,0.118,439.8
sensor_kamppi,2024-01-31 19:30:00,27.9,0.138,444.5
sensor_pasila,2024-01-31 19:30:00,33.0,0.056,446.9
sensor_kallio,2024-01-31 20:00:00,36.3,0.093,429.7
sensor_kamppi,2024-01-31 20:00:00,46.1,0.136,400.1
sensor_pasila,2024-01-31 20:00:00,29.1,0.111,407.3
sensor_kallio,2024-01-31 20:30:00,32.2,0.054,403.7
sensor_kamppi,2024-01-31 20:30:00,30.4,0.089,392.6
sensor_pasila,2024-01-31 20:30:00,34.2,0.071,401.2
sensor_kallio,2024-01-31 21:00:00,36.6,0.109,379.8
sensor_kamppi,2024-01-31 21:00:00,28.6,0.045,388.0
sensor_pasila,2024-01-31 21:00:00,40.1,0.066,370.6
sensor_kallio,2024-01-31 21:30:00,34.5,0.06,349.3
sensor_kamppi,2024-01-31 21:30:00,10.0,0.134,351.0
sensor_pasila,2024-01-31 21:30:00,34.4,0.148,376.4
sensor_kallio,2024-01-31 22:00:00,33.3,0.128,297.7
sensor_kamppi,2024-01-31 22:00:00,27.7,0.11,319.7
sensor_pasila,2024-01-31 22:00:00,30.2,0.096,344.0
sensor_kallio,2024-01-31 22:30:00,34.9,0.134,330.5
sensor_kamppi,2024-01-31 22:30:00,29.3,0.098,319.1
sensor_pasila,2024-01-31 22:30:00,28.6,0.152,292.2
sensor_kallio,2024-01-31 23:00:00,31.4,0.082,249.9
sensor_kamppi,2024-01-31 23:00:00,31.8,0.124,284.0
sensor_pasila,2024-01-31 23:00:00,25.8,0.072,276.2
sensor_kallio,2024-01-31 23:30:00,26.3,0.125,289.5
sensor_kamppi,2024-01-31 23:30:00,32.4,0.091,213.5
sensor_pasila,2024-01-31 23:30:00,28.8,0.079,266.4
sensor_kallio,2024-02-01 00:00:00,30.7,0.043,302.0
sensor_kamppi,2024-02-01 00:00:00,35.9,0.099,318.2
sensor_pasila,2024-02-01 00:00:00,21.2,0.125,312.1
sensor_kallio,2024-02-01 00:30:00,28.8,0.067,270.5
sensor_kamppi,2024-02-01 00:30:00,19.8,0.126,333.5
sensor_pasila,2024-02-01 00:30:00,24.2,0.129,331.0
sensor_kallio,2024-02-01 01:00:00,35.3,0.039,252.0
sensor_kamppi,2024-02-01 01:00:00,18.3,0.122,295.0
sensor_pasila,2024-02-01 01:00:00,29.6,0.15,267.9
sensor_kallio,2024-02-01 01:30:00,32.3,0.112,275.9
sensor_kamppi,2024-02-01 01:30:00,36.0,0.089,260.3
sensor_pasila,2024-02-01 01:30:00,27.9,0.074,286.3
sensor_kallio,2024-02-01 02:00:00,39.0,0.037,249.8
sensor_kamppi,2024-02-01 02:00:00,45.2,0.088,273.2
sensor_pasila,2024-02-01 02:00:00,39.2,0.089,227.4
sensor_kallio,2024-02-01 02:30:00,42.8,0.083,229.4
sensor_kamppi,2024-02-01 02:30:00,45.6,0.081,244.1
sensor_pasila,2024-02-01 02:30:00,28.0,0.087,259.7
sensor_kallio,2024-02-01 03:00:00,29.6,0.102,244.4
sensor_kamppi,2024-02-01 03:00:00,34.5,0.1,288.3
sensor_pasila,2024-02-01 03:00:00,35.5,0.125,255.2
sensor_kallio,2024-02-01 03:30:00,35.5,0.155,248.1
sensor_kamppi,2024-02-01 03:30:00,27.5,0.089,259.5
sensor_pasila,2024-02-01 03:30:00,44.8,0.07,270.2
sensor_kallio,2024-02-01 04:00:00,38.3,0.137,292.7
sensor_kamppi,2024-02-01 04:00:00,24.5,0.118,304.2
sensor_pasila,2024-02-01 04:00:00,39.4,0.081,303.9
sensor_kallio,2024-02-01 04:30:00,32.8,0.08,306.5
sensor_kamppi,2024-02-01 04:30:00,42.8,0.068,326.1
sensor_pasila,2024-02-01 04:30:00,46.0,0.136,291.2
sensor_kallio,2024-02-01 05:00:00,45.4,0.196,368.1
sensor_kamppi,2024-02-01 05:00:00,36.4,0.124,343.2
sensor_pasila,2024-02-01 05:00:00,42.2,0.18,358.6
sensor_kallio,2024-02-01 05:30:00,51.0,0.129,359.3
sensor_kamppi,2024-02-01 05:30:00,36.0,0.131,397.8
sensor_pasila,2024-02-01 05:30:00,40.1,0.148,361.8
sensor_kallio,2024-02-01 06:00:00,51.2,0.364,428.4
sensor_kamppi,2024-02-01 06:00:00,40.3,0.339,407.1
sensor_pasila,2024-02-01 06:00:00,44.0,0.337,410.6
sensor_kallio,2024-02-01 06:30:00,47.3,0.223,433.4
sensor_kamppi,2024-02-01 06:30:00,35.7,0.28,400.9
sensor_pasila,2024-02-01 06:30:00,46.8,0.311,425.8
sensor_kallio,2024-02-01 07:00:00,73.7,0.574,445.6
sensor_kamppi,2024-02-01 07:00:00,66.4,0.561,431.6
sensor_pasila,2024-02-01 07:00:00,75.4,0.517,431.1
sensor_kallio,2024-02-01 07:30:00,68.6,0.614,420.0
sensor_kamppi,2024-02-01 07:30:00,82.1,0.585,424.9
sensor_pasila,2024-02-01 07:30:00,70.2,0.564,442.5
sensor_kallio,2024-02-01 08:00:00,68.8,0.724,433.7
sensor_kamppi,2024-02-01 08:00:00,88.1,0.759,426.7
sensor_pasila,2024-02-01 08:00:00,71.4,0.741,443.1
sensor_kallio,2024-02-01 08:30:00,87.9,0.759,424.3
sensor_kamppi,2024-02-01 08:30:00,57.0,0.7,463.9
sensor_pasila,2024-02-01 08:30:00,79.9,0.774,434.2
sensor_kallio,2024-02-01 09:00:00,74.3,0.585,416.6
sensor_kamppi,2024-02-01 09:00:00,71.6,0.566,411.6
sensor_pasila,2024-02-01 09:00:00,79.0,0.602,420.1
sensor_kallio,2024-02-01 09:30:00,80.6,0.569,433.2
sensor_kamppi,2024-02-01 09:30:00,69.4,0.566,410.7
sensor_pasila,2024-02-01 09:30:00,79.6,0.625,424.1
sensor_kallio,2024-02-01 10:00:00,42.9,0.316,341.3
sensor_kamppi,2024-02-01 10:00:00,62.8,0.272,379.0
sensor_pasila,2024-02-01 10:00:00,52.2,0.36,326.7
sensor_kallio,2024-02-01 10:30:00,54.2,0.273,359.3
sensor_kamppi,2024-02-01 10:30:00,39.8,0.299,376.3
sensor_pasila,2024-02-01 10:30:00,47.8,0.266,384.3
sensor_kallio,2024-02-01 11:00:00,45.3,0.118,285.9
sensor_kamppi,2024-02-01 11:00:00,66.2,0.152,327.9
sensor_pasila,2024-02-01 11:00:00,50.9,0.158,307.5
sensor_kallio,2024-02-01 11:30:00,58.9,0.118,297.9
sensor_kamppi,2024-02-01 11:30:00,77.1,0.156,312.3
sensor_pasila,2024-02-01 11:30:00,61.7,0.094,321.8
sensor_kallio,2024-02-01 12:00:00,48.7,0.123,255.4
sensor_kamppi,2024-02-01 12:00:00,61.5,0.095,229.2
sensor_pasila,2024-02-01 12:00:00,56.8,0.118,275.0
sensor_kallio,2024-02-01 12:30:00,60.2,0.14,272.0
sensor_kamppi,2024-02-01 12:30:00,63.2,0.157,255.9
sensor_pasila,2024-02-01 12:30:00,48.2,0.127,236.5
sensor_kallio,2024-02-01 13:00:00,59.0,0.097,258.6
sensor_kamppi,2024-02-01 13:00:00,48.1,0.112,253.6
sensor_pasila,2024-02-01 13:00:00,51.9,0.091,298.7
sensor_kallio,2024-02-01 13:30:00,60.1,0.076,262.8
sensor_kamppi,2024-02-01 13:30:00,57.5,0.082,270.5
sensor_pasila,2024-02-01 13:30:00,50.6,0.087,280.5
sensor_kallio,2024-02-01 14:00:00,50.8,0.113,300.1
sensor_kamppi,2024-02-01 14:00:00,55.2,0.116,224.0
sensor_pasila,2024-02-01 14:00:00,53.4,0.093,226.9
sensor_kallio,2024-02-01 14:30:00,45.5,0.117,263.4
sensor_kamppi,2024-02-01 14:30:00,52.8,0.082,270.7
sensor_pasila,2024-02-01 14:30:00,48.7,0.144,294.4
sensor_kallio,2024-02-01 15:00:00,49.6,0.114,278.3
